"_id","singkat","hasil"
"5032","gabisa","tidak bisa"
"5033","gaboleh","tidak boleh"
"5034","gada","tidak ada"
"5035","gaenak","tidak enak"
"5036","gajadi","tidak jadi"
"5037","gajelas","tidak jelas"
"5038","gak","tidak"
"5040","gamasuk","tidak masuk"
"5041","gamau","tidak mau"
"5042","gapake","tidak pakai"
"5043","gapapa","tidak apa-apa"
"5044","gapernah","tidak pernah"
"5046","gasuka","tidak suka"
"5047","gausah","tidak usah"
"5049","gpp","tidak apa-apa"
"5051","gr2","gara-gara"
"5052","gtw","tidak tahu"
"5055","hbd","happy birthday"
"5059","krmh","ke rumah"
"5060","ktmpt","ke tempat"
"5069","makasih","terima kasih"
"5071","malming","malam minggu"
"5072","mdg","lebih baik"
"5075","mksh","terima kasih"
"5076","mksih","terima kasih"
"5079","mnding","lebih baik"
"5080","nasgor","nasi goreng"
"5083","pemprov","pemerintah provinsi"
"5088","thanks","terima kasih"
"5090","thx","terima kasih"
"5091","tq","terima kasih"
"5095","yaudh","ya sudah"
"5096","yg","yang"
"5097","yng","yang"
"5098","ywdh","ya sudah"
"5109","agency","agensi"
"5118","ank","anak"
"5124","ank","anak"
"5133","bbrp","beberapa"
"5137","dgrn","dengarin"
"5138","dh","deh"
"5142","dikit","sedikit"
"5143","dipake","dipakai"
"5144","ditemenin","ditemani"
"5145","dituker","ditukar"
"5146","dkat","dekat"
"5147","dket","dekat"
"5148","dlam","dalam"
"5150","dpt","dapat"
"5151","dr","dari"
"5153","dri","dari"
"5154","drmn","darimana"
"5155","drpd","daripada"
"5157","dsini","disini"
"5161","dy","dia"
"5162","gak","tidak"
"5165","gatel","gatal"
"5168","gnti","ganti"
"5169","gua","saya"
"5170","gue","saya"
"5171","gw","saya"
"5180","kenape","kenapa"
"5183","krg","kurang"
"5184","krja","kerja"
"5185","ktemu","ketemu"
"5186","ktmu","ketemu"
"5188","maen","main"
"5189","make","pakai"
"5192","mcm","macam"
"5196","mknan","makanan"
"5197","mksd","maksud"
"5198","mlah","malah"
"5203","nape","kenapa"
"5204","ngmng","berbicara"
"5208","pegi","pergi"
"5215","thn","tahun"
"5217","tkut","takut"
"5218","tpt","tepat"
"5219","tpi","tetapi"
"5220","trm","terima"
"5221","tukeran","tukar"
"2","accent","tekanan"
"3","accept","terima"
"4","accident","kecelakaan"
"5","achievement","prestasi"
"6","acra","acara"
"7","acrany","acaranya"
"8","acrnya","acaranya"
"9","action","aksi"
"10","active","aktif"
"11","activity","aktivitas"
"12","actually","sebenarnya"
"13","actualy","sebenarnya"
"15","ade","ada"
"16","adult","dewasa"
"17","adventure","petualangan"
"18","adventurer","petualang"
"19","advice","nasehat"
"20","after","setelah"
"21","afternun","sore"
"22","again","lagi"
"24","agent","agen"
"25","agk","agak"
"26","agktn","angkatan"
"27","agree","setuju"
"28","agreement","persetujuan"
"29","aing","saya"
"34","ajeh","saja"
"35","ajk","ajak"
"37","akeh","banyak"
"38","akhire","akhirnya"
"39","aktifkn","aktifkan"
"41","alhamdlh","alhamdulillah"
"42","alhamdulilah","alhamdulillah"
"43","almost","hampir"
"45","alone","sendiri"
"47","also","juga"
"48","always","selalu"
"49","ama","sama"
"50","amazing","mengagumkan"
"52","amu","kamu"
"53","amuh","kamu"
"54","ancen","memang"
"58","aple","apple"
"59","aplksi","aplikasi"
"60","aproved","diterima"
"62","aqoe","saya"
"63","aqu","saya"
"64","aqw","saya"
"65","arep","mau"
"66","arived","tiba"
"67","article","artikel"
"68","artine","artinya"
"69","asignment","tugas"
"70","assistance","bantuan"
"71","assistant","asisten"
"72","asyek","asyik"
"73","ats","atas"
"76","automatic","otomatis"
"77","aya","ada"
"78","b","bb"
"79","b\kesinambungn""","berkesinambungan"
"80","babeh","ayah"
"81","balasanya","balasannya"
"83","banga","bangga"
"84","batre","baterai"
"85","bbrapa","beberapa"
"87","bbrpa","beberapa"
"89","beach","pantai"
"90","before","sebelum"
"91","begete","banget"
"93","belike","belikan"
"94","bengi","malam"
"95","benjol","memar"
"96","beraktifitas","beraktivitas"
"97","berjln","berjalan"
"98","berkmmpuan","berkemampuan"
"99","bersaman","bersamaan"
"100","bet","banget"
"101","beter","better"
"102","between","antara"
"105","bgmna","bagaimana"
"110","bimbel","bimbingan belajar"
"111","birthday","ulang tahun"
"112","bis","habis"
"113","bjln","berjalan"
"114","bklan","bakalan"
"116","blackbery","blackberry"
"122","blnja","belanja"
"124","blon","belum"
"126","blsanya","balasannya"
"128","bm","bbm"
"129","bnar","benar"
"134","bntu","bantu"
"135","bnuh","bunuh"
"137","bobonya","tidurnya"
"138","bodo","bodoh"
"142","boring","bosan"
"143","bpak","bapak"
"145","brangcut","berangkat"
"146","brangkt","berangkat"
"147","brenang","berenang"
"151","brsih","bersih"
"155","bsar","besar"
"156","bsh","basah"
"161","btuh","butuh"
"163","btw","ngomong ngomong"
"164","buanged","banget"
"165","buangedh","banget"
"166","buanget","banget"
"167","buktiin","buktikan"
"168","buktin","buktikan"
"169","buln","bulan"
"170","bungks","bungkus"
"173","bwah","bawah"
"174","bwat","untuk"
"177","byar","bayar"
"180","cabe","cabai"
"181","cadas","cerdas"
"182","cah","bocah"
"183","call","telepon"
"184","can","dapat"
"186","car","mobil"
"187","career","karir"
"188","caution","perhatian"
"190","Ceman","teman"
"191","cemungudh","semangat"
"192","Cemungut","semangat"
"194","cew","cewek"
"196","check","cek"
"197","ciapa","siapa"
"198","cibuk","sibuk"
"199","cinto","cinta"
"200","cius","serius"
"201","ciusan","seriusan"
"202","ciyus","serius"
"203","clananya","celananya"
"204","cmpakan","campakkan"
"205","cmpakin","campakkan"
"206","cnd","canda"
"207","cnda","canda"
"208","cnggih","canggih"
"209","cngih","canggih"
"210","cnt","cinta"
"211","cnta","cinta"
"212","cntik","cantik"
"213","cntk","cantik"
"214","cntre","tengah"
"215","co","cowok"
"216","coach","pelatih"
"217","coaster","alas"
"218","cocokin","cocokkan"
"219","cocoknyo","cocoknya"
"220","coconut","kelapa"
"221","cod","bayar saat pengiriman"
"222","coding","mengkode"
"223","coklat","cokelat"
"224","colecting","mengoleksi"
"225","colection","koleksi"
"226","colongin","curikan"
"227","colonial","kolonial"
"228","color","warna"
"229","colorful","berwarna-warni"
"230","colour","warna"
"231","comeback","datang kembali"
"232","comedy","komedi"
"233","comendable","patut dihargai"
"234","coment","komen"
"235","comercial","komersil"
"236","comes","datang"
"237","comfirm","konfirmasi"
"238","Comfort","nyaman"
"239","comfortable","menyenangkan"
"240","comic","komik"
"241","coming","datang"
"242","comingson","segera datang"
"243","comingsoon","segera datang"
"244","commando","prajurit"
"245","commendable","patut dihargai"
"246","comment","komen"
"247","commentary","uraian"
"248","commercial","komersil"
"249","community","komunita"
"250","communityny","komunitanya"
"251","company","perusahaan"
"252","competition","persaingan"
"253","complain","mengeluh"
"254","complete","lengkap"
"255","completes","lengkap"
"256","compliment","pujian"
"257","compose","menyusun"
"258","computing","menghitung"
"259","comunity","komunita"
"260","comunityny","komunitanya"
"261","concept","konsep"
"262","concert","konser"
"263","condition","kondisi"
"264","conditioning","mengkondisikan"
"265","conect","menghubungkan"
"266","conection","koneksi"
"267","confident","yakin"
"268","configuration","susunan"
"269","confirm","konfirmasi"
"270","confius","bingung"
"271","confuse","bingung"
"272","confused","bingung"
"273","congralts","(ucapan) selamat"
"274","Congrat","(ucapan) selamat"
"275","congrate","(ucapan) selamat"
"276","congrats","(ucapan) selamat"
"277","consept","konsep"
"278","consider","mempertimbangkan"
"279","consult","berunding"
"280","consultants","konsultan"
"281","consumer","konsumen"
"282","contac","kontak"
"283","contact","kontak"
"284","content","isi"
"285","contest","kontes"
"286","contoe","contohnya"
"287","contra","kontra"
"288","contract","kontrak"
"289","control","kontrol"
"290","convention","konvensi"
"291","Convoy","konvoi"
"292","cook","memasak"
"293","copas","copy paste"
"294","copot","lepas"
"295","corner","sudut"
"296","corners","sudut"
"297","corola","corolla"
"298","correction","koreksi"
"299","corridor","koridor"
"300","cosmetics","kosmetik"
"301","cost","ongkos"
"302","costs","ongkos"
"303","costum","kostum"
"304","could","dapat"
"305","council","dewan"
"306","countdown","perhitungan detik-detik terakhir"
"307","counter","alat perhitungan"
"308","country","negara"
"309","countryside","daerah pedalaman"
"310","couple","pasangan"
"311","cousin","sepupu"
"312","cow","cowok"
"315","cr","cara"
"316","crazy","gila"
"317","cri","cari"
"319","crtx","ceritanya"
"320","cucok","cocok"
"321","cukop","cukup"
"323","cumn","hanya"
"324","curcol","curhat"
"325","cwek","cewek"
"327","cwok","cowok"
"328","cyus","serius"
"330","dalan","jalan"
"331","dangerous","bahaya"
"332","dasyat","dahsyat"
"333","date","tanggal"
"335","datenglah","datanglah"
"336","day","hari"
"338","dbnt","dibantu"
"339","ddlm","didalam"
"340","dduk","duduk"
"341","defence","pertahanan"
"342","defend","membela"
"343","deg2an","deg-degan"
"344","degdeg","deg-degan"
"345","degdeg-an","deg-degan"
"346","degdegan","deg-degan"
"347","degdegser","deg-degan"
"348","deket","dekat"
"349","desek2an","desak-desakan"
"350","desekan","desakan"
"351","dewe","sendiri"
"352","dftar","daftar"
"356","dgrin","dengarkan"
"359","dibangain","dibanggakan"
"360","dibls","dibalas"
"361","digangu","diganggu"
"362","diizinin","diberi izin"
"363","dikasi","dikasih"
"364","dikasinya","dikasihnya"
"366","dikls","di kelas"
"367","diliat","dilihat"
"368","diluk","sebentar"
"369","dimana2","dimana-mana"
"370","dimkn","dimakan"
"371","dimksd","dimaksud"
"372","dimn2","dimana-mana"
"373","dimna","dimana"
"374","dinstal","diinstall"
"376","dipangilnya","dipanggilnya"
"377","dipke","dipakai"
"378","disawat","dilempar"
"379","disblah","disebelah"
"380","discon","diskon"
"381","discont","diskon"
"382","discount","diskon"
"383","disebrang","diseberang"
"384","disebuah","disebuah"
"385","disekolah","di sekolah"
"386","disekolahan","di sekolahan"
"387","disekolahin","disekolahkan"
"388","diselengarakan","diselenggarakan"
"389","diselimutin","diselimuti"
"390","disenayan","di senayan"
"391","disenen","di senen"
"392","disentul","di sentul"
"393","diservice","diservis"
"394","dishub","Dinas Perhubungan"
"395","dishubkominfo","Dinas Perhubungan Komunikasi dan Informatika"
"396","disi","diisi"
"397","disia2in","disia-siakan"
"398","disimpen","disimpan"
"399","disimpng","disimpang"
"400","disinih","disini"
"401","disklh","di sekolah"
"402","diskonnye","diskonnya"
"403","diskony","diskonnya"
"404","diskonya","diskonnya"
"405","Diskonye","diskonnya"
"406","disni","disini"
"407","disono","disana"
"408","disonoh","disana"
"409","distribution","distribusi"
"410","district","daerah"
"411","distroy","hancur"
"412","disturb","ganggu"
"413","disurga","di surga"
"414","disurh","disuruh"
"415","disuru","disuruh"
"416","ditabra","ditabrak"
"417","ditaktir","ditraktir"
"418","ditaman","di taman"
"419","ditambahin","ditambahkan"
"420","ditanah","di tanah"
"421","ditangepin","ditanggapin"
"422","ditanggepin","ditanggapin"
"423","ditangkep","ditangkap"
"424","ditangkepinnya","ditangkapinnya"
"425","ditangkepinya","ditangkapinnya"
"426","ditangung","ditanggung"
"427","ditaro","ditaruh"
"428","ditarok","ditaruh"
"429","ditelen","ditelan"
"430","ditemeni","ditemani"
"432","diteraktir","ditraktir"
"433","ditingal","ditinggal"
"434","ditingali","ditinggali"
"435","ditingikan","ditinggikan"
"436","ditkarkan","ditukarkan"
"437","ditlp","ditelepon"
"438","ditmpt","di tempat"
"439","ditngah","ditengah"
"440","ditngguin","ditungguin"
"441","ditnguin","ditunggu"
"442","ditnjkn","ditunjukkan"
"443","ditoko","di toko"
"444","ditrakter","ditraktir"
"445","ditrotoar","di trotoar"
"446","ditugu","di tugu"
"448","ditukoke","dibelikan"
"449","ditukokno","dibelikan"
"450","ditumbasne","dibelikan"
"451","ditumpaki","dinaiki"
"452","diTunas","di tunas"
"453","ditunggu2","ditunggu-tunggu"
"454","ditungu","ditunggu"
"455","ditungu2","ditunggu-tunggu"
"456","ditunguin","ditunggu"
"457","ditunjukan","ditunjukkan"
"458","ditunjukin","ditunjukkan"
"459","diturunkn","diturunkan"
"460","diwarnet","di warnet"
"461","diweekend","di akhir pekan"
"462","diwolak","dibalik"
"463","djagain","dijaga"
"464","djemput","dijemput"
"467","dkasih","dikasih"
"469","dkatkan","dekatkan"
"471","dketan","dekat"
"472","dkit","sedikit"
"473","dkk","dan kawan-kawan"
"474","dklinikk","di klinik"
"475","dkluarin","dikeluarkan"
"477","dkomplain","dikomplain"
"480","dkung","dukung"
"482","dlakukan","dilakukan"
"483","dlakukn","dilakukan"
"485","dlanjutin","dilanjutkan"
"486","dliat","dilihat"
"487","dliburkan","diliburkan"
"490","dlnjutin","dilanjutkan"
"493","dmainkan","dimainkan"
"494","dmakan","dimakan"
"495","dmam","demam"
"496","dmamX","demamnya"
"497","dman","dimana"
"499","dminta","diminta"
"502","dmna2","dimana-mana"
"503","dmnanya","dimananya"
"504","dmnnya","dimananya"
"505","dmno","dimana"
"506","dmnt","diminta"
"507","dmnya","dimananya"
"508","dmobil","di mobil"
"509","dmonas","di monas"
"510","dmtr","di motor"
"515","dnger2","denga-dengar"
"517","dnggo","dipakai"
"518","dngin","dingin"
"519","dnginan","dinginan"
"521","doain","doakan"
"522","doane","doanya"
"525","dolali","pada lupa"
"526","dolan","bermain"
"527","donload","unduh"
"528","donlod","unduh"
"530","dont","jangan"
"531","dpat","dapat"
"532","dpatkan","dapatkan"
"535","dpstikn","dipastikan"
"539","dripada","daripada"
"540","dripd","daripada"
"544","drtd","daritadi"
"545","dsana","disana"
"546","dsar","dasar"
"549","dsitu","disitu"
"550","dskolah","di sekolah"
"551","dsktr","di sekitar"
"552","dsmber","desember"
"553","dsna","disana"
"555","dsno","disana"
"556","dsruh","disuruh"
"558","dtang","datang"
"559","dteng","datang"
"561","dtgin","datangin"
"562","dturunkn","diturunkan"
"563","duitna","duitnya"
"564","during","selama"
"565","duwe","punya"
"566","duwit","duit"
"569","elu","kamu"
"572","emoh","tidak mau"
"573","endiri","sendiri"
"574","endonesa","Indonesia"
"575","enelaan","beneran"
"576","engak","tidak"
"578","enggk","tidak"
"579","engk","tidak"
"581","enough","cukup"
"583","enteng","ringan"
"584","enyak","enak"
"585","etc","dan lain-lain"
"586","event","acara"
"587","every","setiap"
"588","everybody","semua orang"
"589","everything","segala sesuatu"
"590","everywhere","dimanapun"
"591","ex","contoh"
"592","excelent","bagus"
"593","exit","keluar"
"594","face","muka"
"595","fact","fakta"
"596","failed","gagal"
"597","father","ayah"
"598","fee","biaya"
"599","ferari","ferrari"
"600","filem","film"
"601","finally","akhirnya"
"602","focus","fokus"
"603","folback","follow back"
"604","folbacknya","follow back nya"
"605","folbc","follow back"
"606","folbcak","follow back"
"607","folbek","follow back"
"608","folbeknya","follow back nya"
"609","follback","follow back"
"610","follbacknya","follow back nya"
"611","follbc","follow back"
"612","follo","follow"
"613","followbak","follow back"
"614","folo","follow"
"615","folow","follow"
"616","folowback","follow back"
"617","folowbak","follow back"
"618","folowbcak","follow back"
"619","football","sepak bola"
"620","for","untuk"
"621","forged","lupa"
"622","forget","lupa"
"623","forgot","lupa"
"624","foto2","foto-foto"
"625","friday","jumat"
"626","friend","teman"
"627","frofil","profil"
"628","from","dari"
"629","function","fungsi"
"630","funny","lucu"
"631","funtion","fungsi"
"632","funy","lucu"
"636","gaakan","tidak akan"
"637","gaasik","tidak asik"
"638","gabakal","tak akan"
"639","gabareng","tidak bareng"
"640","gabebas","tidak bebas"
"641","gabeda","tidak beda"
"642","gaberani","tidak berani"
"643","gabilang","tidak bilang"
"645","gabole","tidak boleh"
"647","gabosen","tidak bosen"
"648","gabs","tidak bisa"
"649","gad","tidak ada"
"651","gadaiin","gadaikan"
"652","Gadapet","tidak dapat"
"653","gadein","gadaikan"
"654","gadeket","tidak dekat"
"655","gadiajak","tidak diajak"
"656","gadibales","tidak dibalas"
"657","gae","membuat"
"658","gaean","pekerjaan"
"660","gaene","biasanya"
"661","gag","tidak"
"662","gahoel","gaul"
"663","gahol","gaul"
"664","gaikut","tidak ikut"
"665","gaikutaaan","tidak ikutan"
"666","gaikutan","tidak ikutan"
"667","gaiso","tidak bisa"
"669","gajalan","tidak jalan"
"670","gajanji","tidak janji"
"671","gajauh","tidak jauh"
"672","Gajd","tidak jadi"
"673","Gaje","tidak jelas"
"675","gajenguk","tidak menjenguk"
"677","gakada","tidak ada"
"678","Gakan","tidak akan"
"679","gakbilang","tidak bilang"
"680","gakbisa","tidak bisa"
"681","gakdeh","tidak deh"
"682","gakenak","tidak enak"
"683","gakjadi","tidak jadi"
"684","gakmau","tidak mau"
"685","gakpapa","tidak apa-apa"
"686","gakpenting","tidak penting"
"687","gakpernah","tidak pernah"
"688","gaksabar","tidak sabar"
"689","gaksemua","tidak semua"
"690","gaksih","tidak sih"
"691","gaktau","tidak tau"
"692","gaktuh","tidah tuh"
"693","gamain","tidak main"
"694","gamales","tidak malas"
"695","gamao","tidak mau"
"698","gamsk","tidak masuk"
"699","gamuat","tidak muat"
"700","gamungkin","tidak mungkin"
"701","gan","juragan"
"702","gangajak","tidak mengajak"
"703","Gangerti","tidak mengerti"
"704","ganguin","gangguin"
"705","gantiin","gantikan"
"706","gantinen","ganti saja"
"707","gaosah","tidak usah"
"708","gapada","tidak pada"
"709","gapaham","tidak paham"
"712","gapercaya","tidak percaya"
"713","gaperlu","tidak perlu"
"715","gapo","tidak apa-apa"
"716","gaptek","gagap teknologi"
"717","gapulang","tidak pulang"
"718","gara2","gara-gara"
"719","gasabar","tidak sabar"
"720","gasalah","tidak salah"
"721","gasanggup","tidak sanggup"
"722","gasecerah","tidak secerah"
"723","gasedingin","tidak sedingin"
"724","gasekeras","tidak sekeras"
"725","gaseru","tidak seru"
"726","gasia2","tidak sia-sia"
"727","gasih","tidak sih"
"728","gasik","datang lebih awal"
"730","gatau","tidak tau"
"732","gathel","gatal"
"733","gatuh","tidak tuh"
"734","Gausa","tidak usah"
"736","gaush","tidak usah"
"737","gawake","bawakan"
"738","gawakne","bawakan"
"739","gayalu","gayamu"
"740","gbawa","tidak bawa"
"741","gbk","Gelora Bung Karno"
"742","gblg","tidak bilang"
"743","gblk","tidak balik"
"744","gbs","tidak bisa"
"745","gbsa","tidak bisa"
"746","gda","tidak ada"
"747","gebetan","pasangan"
"748","gebetn","pasangan"
"749","geblek","bodoh"
"750","gede","besar"
"751","gedenya","besarnya"
"752","gedhe2an","besar-besaran"
"753","gelem","bersedia"
"754","gelo","gila"
"755","gendeng","bodoh"
"756","gendheng","bodoh"
"757","gendud","gemuk"
"758","geto","begitu"
"759","getoh","begitu"
"760","gg","tidak"
"763","gimana","bagaimana"
"764","gimane","bagaimana"
"765","gimna","bagaimana"
"766","gini","begini"
"770","gjd","tidak jadi"
"771","gjdi","tidak jadi"
"772","gjls","tidak jelas"
"773","gjnji","tidak janji"
"778","gmne","bagaimana"
"780","goceng","lima ribu"
"781","godan","godaan"
"782","good luck","semoga berhasil"
"783","goodmorning","selamat pagi"
"784","goro2","gara-gara"
"785","gpl","tidak pakai lama"
"787","gpplah","tidak apa-apalah"
"789","gra","gara-gara"
"790","grade","tingkat"
"796","gueh","saya"
"797","guweh","saya"
"799","gwe","saya"
"800","gx","tidak"
"801","gy","sedang"
"802","hany","hanya"
"803","hape","hp"
"804","hapi","senang"
"805","happy","senang"
"806","happybday","selamat ulang tahun"
"807","hareem","perempuan"
"808","harg","harga"
"809","hargnya","harganya"
"810","hargonyo","harganya"
"811","hasek","asyik"
"812","hawong","lhawong"
"815","hdiah","hadiah"
"816","hdiahnya","hadiahnya"
"817","hdirkan","hadirkan"
"818","hdp","hidup"
"819","hdpn","hadapan"
"820","hdup","hidup"
"821","heng","error"
"822","hidp","hidup"
"823","hidpmu","hidupmu"
"824","hinga","hingga"
"825","hmpas","hempas"
"826","hmpir","hampir"
"827","hntu","hantu"
"830","Hoam","ngantuk"
"831","honest","jujur"
"833","hrapan","harapan"
"835","hrga","harga"
"836","hrgnya","harganya"
"839","hrsnya","harusnya"
"841","hrz","harus"
"842","hsil","hasil"
"843","hsl","hasil"
"844","htelnya","hotelnya"
"845","htiku","hatiku"
"846","hub","hubungi"
"847","hungry","lapar"
"848","ibdah","ibadah"
"849","idung","hidung"
"850","ijin","izin"
"851","ijo","hijau"
"852","iki","ini"
"853","ikt","ikut"
"854","iktan","ikutan"
"855","iktn","ikutan"
"856","ikud","ikut"
"858","img","gambar"
"859","inbox","kotak masuk"
"860","inceran","incaran"
"861","include","termasuk"
"862","indh","indah"
"863","indo","indonesia"
"864","info","informasi"
"865","infonya","informasinya"
"866","information","informasi"
"867","informkan","informasikan"
"868","infox","informasinya"
"870","inginya","inginnya"
"872","ingtn","ingatan"
"873","inovation","inovasi"
"874","inpo","informasi"
"875","inpoh","informasi"
"876","insaallah","insyaAllah"
"877","insyaa","insyaAllah"
"878","insyaaloh","insyaAllah"
"879","insyah","insyaAllah"
"880","insyalah","insyaAllah"
"881","intrnet","internet"
"882","invit","mengajak"
"883","invite","mengajak"
"884","invte","mengajak"
"885","io","iya"
"886","ireng","hitam"
"887","iseh","masih"
"888","isih","masih"
"889","isin","malu"
"890","isine","isinya"
"891","iso","bisa"
"894","isuk","pagi"
"895","itung","hitung"
"897","iyadah","iya dah"
"898","iyadeh","iya dah"
"899","iyadong","iya dong"
"900","iyadund","iya dong"
"901","iyah","iya"
"902","iyanih","iya nih"
"903","iyasih","iya sih"
"904","iyaw","iya"
"905","iye","iya"
"906","iyedah","iya dah"
"907","iyelah","iyalah"
"908","iyeu","iya"
"909","iyh","iya"
"910","iyo","iya"
"911","iyosih","iya sih"
"912","iyuh","iya"
"913","iyuwh","iya"
"914","j","saja"
"915","ja","saja"
"916","jabar","Jawa Barat"
"917","jadina","jadinya"
"918","jadinye","jadinya"
"919","jadul","jaman dulu"
"920","jadwalnye","jadwalnya"
"921","jahate","jahatnya"
"922","jakpus","Jakarta Pusat"
"923","jakrta","Jakarta"
"924","jaksel","Jakarta Selatan"
"925","jaktim","Jakarta Timur"
"926","jalan2","jalan-jalan"
"927","jalankn","jalankan"
"928","jalanya","jalannya"
"929","jamanna","jamannya"
"930","jamanny","jamannya"
"931","jamany","jamannya"
"932","jamanya","jamannya"
"933","jamanye","jamannya"
"934","jangn","jangan"
"935","japan","jepang"
"936","jare","kata"
"937","jaringanx","jaringannya"
"938","jaringn","jaringan"
"939","jateng","Jawa Tengah"
"941","jaz","jazz"
"944","jdian","jadian"
"945","jenenge","namanya"
"946","jenengi","beri nama"
"947","jep","jeep"
"950","jgja","jogja"
"952","jgn2","jangan-jangan"
"953","jgnkan","jangankan"
"954","jht","jahat"
"955","jjur","jujur"
"961","jlan2","jalan-jalan"
"962","jlas","jelas"
"964","jln2","jalan-jalan"
"965","jls","jelas"
"966","jmbatan","jembatan"
"967","jmbtan","jembatan"
"968","jmin","jamin"
"970","jmn","jaman"
"971","jmpa","jumpa"
"972","jmpe","jumpa"
"974","jmptnya","jemputnya"
"975","jo","jangan"
"976","jobseeker","pencari kerja"
"977","jri","jari"
"978","jringan","jaringan"
"979","jringn","jaringan"
"980","jrngn","jaringan"
"981","jtuh","jatuh"
"982","jua","juga"
"983","jug","juga"
"984","jugaj","juga"
"985","jugak","juga"
"986","jugo","juga"
"989","jwbanny","jawabannya"
"990","jwbannya","jawabannya"
"991","jwbany","jawabannya"
"992","kabare","kabarnya"
"993","kabeh","semua"
"994","kacian","kasihan"
"995","kadieu","kesini"
"996","kaditu","kesitu"
"997","kaga","tidak"
"999","kagk","tidak"
"1000","kakean","kebanyakan"
"1001","kale","kali"
"1004","kapn","kapan"
"1005","kapolres","Kepala Kepolisian Resor"
"1006","karepmu","terserah kamu"
"1008","karo","sama"
"1009","kaseep","ganteng"
"1010","kasi","kasih"
"1012","kata2","kata-kata"
"1013","kata2nya","kata-katanya"
"1014","katane","katanya"
"1015","katany","katanya"
"1017","kbagusan","kebagusan"
"1018","kbar","kabar"
"1019","kbare","kabarnya"
"1020","kbarin","kabari"
"1021","kbeh","semua"
"1022","kbeli","terbeli"
"1023","kberngktn","keberangkatan"
"1024","kbhagiaan","kebahagiaan"
"1025","kbhagian","kebahagiaan"
"1027","kbrin","kabari"
"1028","kbrnya","kabarnya"
"1029","kbtulan","kebetulan"
"1030","kbuka","terbuka"
"1031","kbun","kebun"
"1032","kcepatn","kecepatan"
"1034","kcintaan","kecintaan"
"1035","kcintan","kecintaan"
"1036","kclakaan","kecelakaan"
"1037","kclakan","kecelakaan"
"1038","kcmata","kacamata"
"1039","kdepannya","kedepannya"
"1040","kdepanya","kedepannya"
"1041","kdg","terkadang"
"1042","kdg2","kadang-kadang"
"1043","kditu","kesitu"
"1044","kdlm","kedalam"
"1045","kdpan","kedepan"
"1046","kebeli","terbeli"
"1047","kebengkel","ke bengkel"
"1048","kebersamanya","kebersamaannya"
"1049","kebersehan","kebersihan"
"1050","kebnykn","kebanyakan"
"1051","kebo","kerbau"
"1052","kebrngkatan","keberangkatan"
"1053","kebudayan","kebudayaan"
"1054","kebulan","ke bulan"
"1055","kebumi","ke bumi"
"1056","kebut2an","kebut-kebutan"
"1057","kebwah","kebawah"
"1058","kecawa","kecewa"
"1059","kece","gaul"
"1060","kecel","capek"
"1061","kecelakaanya","kecelakaannya"
"1062","kecelakan","kecelakaan"
"1063","kecelakanya","kecelakaannya"
"1064","kecengan","pasangan"
"1065","kecepean","kecapean"
"1066","kecepetan","terlalu cepat"
"1067","kecerian","keceriaan"
"1068","kecian","kasihan"
"1069","kecimanggis","ke cimanggis"
"1070","kecimangis","ke cimanggis"
"1071","kecipondoh","ke cipondoh"
"1072","kedaerah","ke daerah"
"1073","kedatanganya","kedatangannya"
"1074","kedatengan","kedatangan"
"1075","kedawan","terlalu panjang"
"1076","kedeketan","terlalu dekat"
"1077","kedengeran","kedengaran"
"1078","kedpn","kedepan"
"1079","kedpnnya","kedepannya"
"1080","kedpnya","kedepannya"
"1081","kedtngan","kedatangan"
"1082","kedufan","ke dufan"
"1083","keenaken","keenakan"
"1084","kegedean","terlalu besar"
"1085","kegeden","terlalu besar"
"1086","kegembiran","kegembiraan"
"1087","kehadiranny","kehadirannya"
"1088","kehulu","ke hulu"
"1089","kehutan","ke hutan"
"1090","keidahan","keindahan"
"1091","keiklasan","keikhlasan"
"1092","keilangan","kehilangan"
"1093","keinget","teringat"
"1094","keinginanya","keinginannya"
"1095","keistimewan","keistimewaan"
"1096","keitung","terhitung"
"1097","kejadia","kejadian"
"1098","kejakarta","ke Jakarta"
"1099","kejar2an","kejar-kejaran"
"1100","kejauan","kejauhan"
"1101","kejayan","kejayaan"
"1102","kejepit","terjepit"
"1103","kejual","terjual"
"1104","kejuaran","kejuaraan"
"1105","kek","seperti"
"1106","kekalemanya","kekalemannya"
"1107","kekamar","ke kamar"
"1108","kekampus","ke kampus"
"1109","kekandang","ke kandang"
"1110","kekasur","ke kasur"
"1111","kekecewan","kekecewaan"
"1112","kekemayoran","ke kemayoran"
"1113","kekmana","bagaimana"
"1115","kekontrakan","ke kontrakan"
"1116","kekos","ke kos"
"1117","kekosanku","ke kosanku"
"1118","kekota","ke kota"
"1119","kekuasan","kekuasaan"
"1120","kekumpul","terkumpul"
"1121","kekunci","terkunci"
"1122","kekuranganya","kekurangannya"
"1123","kekuras","terkuras"
"1124","kelakon","terlaksana"
"1126","kelaut","ke laut"
"1127","keleta","kereta"
"1129","keliatannya","kelihatannya"
"1130","keliatanya","kelihatannya"
"1131","kelihatanya","kelihatannya"
"1132","kelindas","terlindas"
"1133","kelindes","terlindas"
"1134","kelja","kerja"
"1135","kelokasi","ke lokasi"
"1136","keluarin","keluarkan"
"1137","kemana2","kemana-mana"
"1138","kemarahanya","kemarahannya"
"1139","kembaranya","kembarannya"
